id_recibo,producto_id,pedido_id,cantidad,valor_unitario,valor_total,ciudad,costo_envio,ciudad_nombre,vendedor_id,fecha_compra,total,producto,precio,marca,sku,condicion,tipo_producto,nombre_vendedor,año_compra,mes_compra
12939,3820,72949,2,139,278,BR-PA,55.6,Pará,2,2020-04-24,278,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Daniel Siqueira,2020,4
12940,12812,73629,1,320,320,BR-ES,64.0,Espírito Santo,1,2020-04-24,320,Sandalia Nude Vazado,320,Schutz,522917.0,Usado,Sandalia,Ana Duarte,2020,4
12941,3865,73630,2,6500,13000,BR-AP,2600.0,Amapá,1,2020-04-24,13000,Bolsa Classica Roxa,6500,Christian Dior,165834.0,Usado,Bolsa,Ana Duarte,2020,4
12942,29012,74080,3,525,1575,BR-AM,315.0,Amazonas,2,2020-04-24,1575,Casaco Branco Costuras,525,Tigresse,257889.0,Usado,Casaco,Daniel Siqueira,2020,4
12943,47475,75170,4,490,1960,BR-CE,392.0,Ceará,1,2020-04-24,1960,Calca Alfaiataria Preta,490,Mixed,263658.0,Usado,Calca,Ana Duarte,2020,4
12944,40082,75377,3,315,945,BR-SP,189.0,São Paulo,5,2020-04-24,945,Vestido Malha Vitral,315,Forum,324684.0,Usado,Vestido,Paulo Calanca,2020,4
12945,6699,75623,4,320,1280,BR-AL,256.0,Alagoas,4,2020-04-24,1280,Blusinha Azul Bic Laco,320,Argentum,299041.0,Usado,Blusinha,Millena Pereira,2020,4
12946,17258,77346,6,420,2520,BR-DF,504.0,Distrito Federal,3,2020-04-25,2520,Saia Transparente Cover,420,Luisa Farani,257900.0,Usado,Saia,Nadia Oliveira,2020,4
12947,70240,78887,2,290,580,BR-PE,116.0,Pernambuco,3,2020-04-25,580,Blusa Tricot Lilas,290,Ralph Lauren,322504.0,Usado,Blusa,Nadia Oliveira,2020,4
12948,6888,78973,6,350,2100,BR-PB,420.0,Paraíba,2,2020-04-25,2100,Sapato Python,350,Cori,952821.0,Usado,Sapato,Daniel Siqueira,2020,4
12949,43054,80055,1,320,320,BR-AP,64.0,Amapá,5,2020-04-25,320,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Paulo Calanca,2020,4
12950,6742,80066,6,850,5100,BR-RO,1020.0,Rondônia,2,2020-04-25,5100,Casaco La Mescla,850,Rag & Bone,274341.0,Usado,Casaco,Daniel Siqueira,2020,4
12951,71190,80253,3,360,1080,BR-CE,216.0,Ceará,2,2020-04-25,1080,Saia Midi Tricolor,360,Tigresse,947046.0,Nuevo Con Etiqueta,Saia,Daniel Siqueira,2020,4
12952,43054,80439,3,320,960,BR-BA,192.0,Bahia,3,2020-04-25,960,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Nadia Oliveira,2020,4
12953,47682,82802,1,430,430,BR-SE,86.0,Sergipe,5,2020-04-25,430,Vestido Malha Estampa,430,Forum,255197.0,Usado,Vestido,Paulo Calanca,2020,4
12954,71770,83563,6,530,3180,BR-GO,636.0,Goiás,1,2020-04-25,3180,Saia Pregas Azul,530,Carina Duek,303363.0,Nuevo Con Etiqueta,Saia,Ana Duarte,2020,4
12955,6137,83669,1,100,100,BR-RJ,20.0,Rio de Janeiro,3,2020-04-25,100,Camisa Tear Folk,100,Mixed,114671.0,Nuevo Con Etiqueta,Camisa,Nadia Oliveira,2020,4
12956,61071,83876,6,450,2700,BR-TO,540.0,Tocantins,3,2020-04-25,2700,Macacao Malha Preto,450,Animale,308101.0,Usado,Macacao,Nadia Oliveira,2020,4
12957,56380,84297,1,179,179,BR-RS,35.8,Rio Grande do Sul,1,2020-04-25,179,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Ana Duarte,2020,4
12958,45979,84712,5,280,1400,BR-AM,280.0,Amazonas,4,2020-04-25,1400,Vestido Longo Estampa,280,Farm,285174.0,Usado,Vestido,Millena Pereira,2020,4
12959,84692,85751,3,499,1497,BR-AP,299.4,Amapá,5,2020-04-25,1497,Tenis Tecido Purple,499,Adidas,101494.0,Nuevo Sin Etiqueta,Tenis,Paulo Calanca,2020,4
12960,56350,85972,5,245,1225,BR-PE,245.0,Pernambuco,5,2020-04-25,1225,Vestido Laranja Cavado,245,Steal The Look,315513.0,Usado,Vestido,Paulo Calanca,2020,4
12961,14074,86385,1,450,450,BR-SC,90.0,Santa Catarina,1,2020-04-25,450,Camisa Amarela Laco,450,Carol Bassi,309858.0,Usado,Camisa,Ana Duarte,2020,4
12962,64127,88118,5,590,2950,BR-AC,590.0,Acre,1,2020-04-25,2950,Vestido Textura Branco,590,J. Crew,317928.0,Usado,Vestido,Ana Duarte,2020,4
12963,3820,89555,1,139,139,BR-ES,27.8,Espírito Santo,2,2020-04-25,139,Shorts Jeans Tye Dye,139,Lezalez,252560.0,Usado,Shorts,Daniel Siqueira,2020,4
12964,30263,89838,3,135,405,BR-SE,81.0,Sergipe,2,2020-04-25,405,Camiseta Neon Bordado,135,Zara,103277.0,Usado,Camiseta,Daniel Siqueira,2020,4
12965,16634,90738,5,480,2400,BR-RO,480.0,Rondônia,1,2020-04-25,2400,Vestido Estampa Bordado,480,Cantão,310150.0,Usado,Vestido,Ana Duarte,2020,4
12966,53941,92650,5,280,1400,BR-DF,280.0,Distrito Federal,1,2020-04-25,1400,Cropped Escritas Pb,280,Linda De Morrer,917972.0,Usado,Cropped,Ana Duarte,2020,4
12967,91248,93536,4,45,180,BR-PR,36.0,Paraná,3,2020-04-25,180,Vestido Estampa Laco,45,H&M,255446.0,Usado,Vestido,Nadia Oliveira,2020,4
12968,32890,96884,1,480,480,BR-MS,96.0,Mato Grosso do Sul,1,2020-04-25,480,Vestido Preto Amarracao,480,Mara Mac,303810.0,Usado,Vestido,Ana Duarte,2020,4
12969,22568,97200,1,245,245,BR-RN,49.0,Rio Grande do Norte,1,2020-04-25,245,Casaqueto Estampa Geometrica,245,Zara,244931.0,Usado,Casaqueto,Ana Duarte,2020,4
12970,86302,97618,3,139,417,BR-MG,83.4,Minas Gerais,1,2020-04-25,417,Body Estampa Coracoes,139,Carter’S,214670.0,Usado,Body,Ana Duarte,2020,4
12971,39368,98010,4,279,1116,BR-RS,223.2,Rio Grande do Sul,1,2020-04-25,1116,Shorts Neoprene Pb,279,Animale,305188.0,Usado,Shorts,Ana Duarte,2020,4
12972,66135,98600,3,490,1470,BR-BA,294.0,Bahia,1,2020-04-25,1470,Colar Pedra Azul,490,Camila Klein,142193.0,Usado,Colar,Ana Duarte,2020,4
12973,35682,98764,1,250,250,BR-PR,50.0,Paraná,2,2020-04-25,250,Sandalia Birkin Brilhos,250,Schutz,917151.0,Usado,Sandalia,Daniel Siqueira,2020,4
12974,83009,98971,5,280,1400,BR-AL,280.0,Alagoas,5,2020-04-25,1400,Body Babado Pb,280,Karmani,263899.0,Usado,Body,Paulo Calanca,2020,4
12975,39814,99639,1,390,390,BR-RO,78.0,Rondônia,2,2020-04-25,390,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Daniel Siqueira,2020,4
12976,53138,100355,6,690,4140,BR-MG,828.0,Minas Gerais,3,2020-04-25,4140,Calca Jeans Trancada,690,Saad,224580.0,Nuevo Con Etiqueta,Calca,Nadia Oliveira,2020,4
12977,5567,101481,3,210,630,BR-PA,126.0,Pará,4,2020-04-25,630,Vestido Medio Florl,210,Amaro,525428.0,Usado,Vestido,Millena Pereira,2020,4
12978,91498,101880,6,130,780,BR-PR,156.0,Paraná,4,2020-04-25,780,Blusa Babados Cats,130,H&M,253257.0,Usado,Blusa,Millena Pereira,2020,4
12979,95805,102100,4,100,400,BR-PB,80.0,Paraíba,3,2020-04-25,400,Blusa Fio Correntes,100,Zara,188980.0,Usado,Blusa,Nadia Oliveira,2020,4
12980,66135,103055,5,490,2450,BR-RN,490.0,Rio Grande do Norte,5,2020-04-25,2450,Colar Pedra Azul,490,Camila Klein,142193.0,Usado,Colar,Paulo Calanca,2020,4
12981,58472,103183,3,150,450,BR-BA,90.0,Bahia,5,2020-04-25,450,Blusa Off-White Renda,150,Dica Da Ka,307113.0,Usado,Blusa,Paulo Calanca,2020,4
12982,71770,103581,5,530,2650,BR-GO,530.0,Goiás,1,2020-04-25,2650,Saia Pregas Azul,530,Carina Duek,303363.0,Nuevo Con Etiqueta,Saia,Ana Duarte,2020,4
12983,47405,103644,6,310,1860,BR-AC,372.0,Acre,1,2020-04-25,1860,Blusa Manga Estampa,310,Animale,294463.0,Usado,Blusa,Ana Duarte,2020,4
12984,14420,104224,6,690,4140,BR-CE,828.0,Ceará,2,2020-04-25,4140,Vestido Rose Drapeado,690,Vera Wang,295452.0,Nuevo Sin Etiqueta,Vestido,Daniel Siqueira,2020,4
12985,11736,104531,5,740,3700,BR-RN,740.0,Rio Grande do Norte,1,2020-04-25,3700,Saia Guipir Nude,740,Mixed,324428.0,Usado,Saia,Ana Duarte,2020,4
12986,37384,105179,5,700,3500,BR-GO,700.0,Goiás,1,2020-04-25,3500,Jaqueta Veludo Bordada,700,Animale,141732.0,Usado,Jaqueta,Ana Duarte,2020,4
12987,49497,105508,6,320,1920,BR-SC,384.0,Santa Catarina,2,2020-04-26,1920,Regata Alcinha Paete,320,Morena Rosa,256324.0,Nuevo Con Etiqueta,Regata,Daniel Siqueira,2020,4
12988,25562,105800,4,320,1280,BR-MA,256.0,Maranhão,4,2020-04-26,1280,Calca Jeans Reta,320,Miss Sixty,263656.0,Usado,Calca,Millena Pereira,2020,4
12989,65473,105912,4,210,840,BR-RR,168.0,Roraima,1,2020-04-26,840,Oculos Acetato Branco,210,Mango,944049.0,Usado,Oculos,Ana Duarte,2020,4
12990,17990,106330,3,3800,11400,BR-RR,2280.0,Roraima,5,2020-04-26,11400,Saia Couro Tijolo,3800,Mixed,255109.0,Usado,Saia,Paulo Calanca,2020,4
12991,30263,107991,2,135,270,BR-PI,54.0,Piauí,4,2020-04-26,270,Camiseta Neon Bordado,135,Zara,103277.0,Usado,Camiseta,Millena Pereira,2020,4
12992,87711,108581,4,140,560,BR-MA,112.0,Maranhão,4,2020-04-26,560,Conjunto Body Calca,140,Bazar Genial,179288.0,Usado,Conjunto,Millena Pereira,2020,4
12993,41518,109040,2,260,520,BR-PR,104.0,Paraná,5,2020-04-26,520,Calca Jeans Basica,260,Banana Republic,255410.0,Nuevo Con Etiqueta,Calca,Paulo Calanca,2020,4
12994,50771,109380,6,340,2040,BR-PR,408.0,Paraná,1,2020-04-26,2040,Casaco Preto Amarracao,340,Maria Bonita,219782.0,Usado,Casaco,Ana Duarte,2020,4
12995,4553,109712,2,110,220,BR-MA,44.0,Maranhão,1,2020-04-26,220,Blusa Preta Aplicacao,110,Zara,232886.0,Usado,Blusa,Ana Duarte,2020,4
12996,75557,110905,4,90,360,BR-ES,72.0,Espírito Santo,1,2020-04-26,360,Saia Pregas Preta,90,Zara,127344.0,Usado,Saia,Ana Duarte,2020,4
12997,59337,111362,3,390,1170,BR-BA,234.0,Bahia,1,2020-04-26,1170,Blusa Tricot Mescla,390,Levi'S,295977.0,Usado,Blusa,Ana Duarte,2020,4
12998,59784,112198,6,390,2340,BR-RS,468.0,Rio Grande do Sul,1,2020-04-26,2340,Calca Ziper Preto,390,Banana Republic,314958.0,Usado,Calca,Ana Duarte,2020,4
12999,4553,112342,1,110,110,BR-DF,22.0,Distrito Federal,4,2020-04-26,110,Blusa Preta Aplicacao,110,Zara,232886.0,Usado,Blusa,Millena Pereira,2020,4
13000,39814,112817,6,390,2340,BR-MS,468.0,Mato Grosso do Sul,1,2020-04-26,2340,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Ana Duarte,2020,4
13001,75706,114756,3,100,300,BR-GO,60.0,Goiás,3,2020-04-26,300,Shorts Poa Pb,100,Forever 21,258661.0,Usado,Shorts,Nadia Oliveira,2020,4
13002,4853,115579,5,100,500,BR-PA,100.0,Pará,3,2020-04-26,500,Vestido Off White Franjas,100,Animale,295417.0,Usado,Vestido,Nadia Oliveira,2020,4
13003,64127,115973,5,590,2950,BR-AL,590.0,Alagoas,1,2020-04-26,2950,Vestido Textura Branco,590,J. Crew,317928.0,Usado,Vestido,Ana Duarte,2020,4
13004,56380,117133,6,179,1074,BR-PI,214.8,Piauí,3,2020-04-26,1074,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Nadia Oliveira,2020,4
13005,33976,117174,3,120,360,BR-PE,72.0,Pernambuco,5,2020-04-26,360,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Paulo Calanca,2020,4
13006,57815,117362,2,100,200,BR-MG,40.0,Minas Gerais,1,2020-04-26,200,Camisa Jeans Classica,100,Hollister,164517.0,Usado,Camisa,Ana Duarte,2020,4
13007,13906,117809,3,340,1020,BR-PI,204.0,Piauí,2,2020-04-26,1020,Blazer Alfaiataria Grafite,340,Forum,316222.0,Usado,Blazer,Daniel Siqueira,2020,4
13008,100961,118035,4,480,1920,BR-SP,384.0,São Paulo,3,2020-04-26,1920,Vestido Preto Renda,480,Dress&Co,175945.0,Usado,Vestido,Nadia Oliveira,2020,4
13009,19432,121611,5,190,950,BR-AL,190.0,Alagoas,2,2020-04-26,950,Camisa Jeans Destroyed,190,Zara,255486.0,Usado,Camisa,Daniel Siqueira,2020,4
13010,72667,121646,1,139,139,BR-PI,27.8,Piauí,1,2020-04-26,139,Saia Pregas Preta,139,Zara,205904.0,Usado,Saia,Ana Duarte,2020,4
13011,80644,122132,3,990,2970,BR-AP,594.0,Amapá,3,2020-04-26,2970,Bolsa Azul Candy,990,Lauren Ralph Lauren,289991.0,Usado,Bolsa,Nadia Oliveira,2020,4
13012,57696,122354,1,410,410,BR-BA,82.0,Bahia,5,2020-04-26,410,Vestido Estampa Verde,410,Farm,295337.0,Usado,Vestido,Paulo Calanca,2020,4
13013,50330,122490,3,210,630,BR-MS,126.0,Mato Grosso do Sul,1,2020-04-26,630,Camisa Jeans Azul,210,Zara,250096.0,Usado,Camisa,Ana Duarte,2020,4
13014,3451,122953,5,250,1250,BR-AP,250.0,Amapá,4,2020-04-26,1250,Vestido Ombro So,250,Lemon Cola,295317.0,Usado,Vestido,Millena Pereira,2020,4
13015,74506,123824,3,420,1260,BR-PR,252.0,Paraná,1,2020-04-26,1260,Saia Tweed Mescla,420,Spezzato,238106.0,Usado,Saia,Ana Duarte,2020,4
13016,27659,124126,2,140,280,BR-PE,56.0,Pernambuco,1,2020-04-26,280,Blusa Tricolor,140,Zara,278232.0,Usado,Blusa,Ana Duarte,2020,4
13017,39814,125080,3,390,1170,BR-SC,234.0,Santa Catarina,1,2020-04-26,1170,Blusinha Seda Off,390,Cori,218863.0,Usado,Blusinha,Ana Duarte,2020,4
13018,77079,126103,2,100,200,BR-DF,40.0,Distrito Federal,3,2020-04-26,200,Saia Evase Cinza,100,Zara,260523.0,Usado,Saia,Nadia Oliveira,2020,4
13019,5567,126597,3,210,630,BR-PR,126.0,Paraná,2,2020-04-26,630,Vestido Medio Florl,210,Amaro,525428.0,Usado,Vestido,Daniel Siqueira,2020,4
13020,58245,127927,1,120,120,BR-CE,24.0,Ceará,2,2020-04-26,120,Vestido Preto Franzido,120,H&M,248709.0,Usado,Vestido,Daniel Siqueira,2020,4
13021,91248,129222,6,45,270,BR-PB,54.0,Paraíba,4,2020-04-26,270,Vestido Estampa Laco,45,H&M,255446.0,Usado,Vestido,Millena Pereira,2020,4
13022,45979,129302,6,280,1680,BR-AP,336.0,Amapá,4,2020-04-26,1680,Vestido Longo Estampa,280,Farm,285174.0,Usado,Vestido,Millena Pereira,2020,4
13023,49026,130851,2,240,480,BR-MS,96.0,Mato Grosso do Sul,1,2020-04-26,480,Blusa Colorida Babado,240,Farm,318273.0,Usado,Blusa,Ana Duarte,2020,4
13024,93262,133510,2,450,900,BR-SP,180.0,São Paulo,3,2020-04-26,900,Sandalia Prata Pedraria,450,Thay Ribas,233379.0,Usado,Sandalia,Nadia Oliveira,2020,4
13025,56380,133942,4,179,716,BR-MG,143.2,Minas Gerais,2,2020-04-26,716,Calca Moletom Listras,179,Zara,218866.0,Usado,Calca,Daniel Siqueira,2020,4
13026,70813,134409,2,120,240,BR-MA,48.0,Maranhão,4,2020-04-26,240,Saia Costura Preta,120,Erre Erre,167089.0,Usado,Saia,Millena Pereira,2020,4
13027,29012,134823,4,525,2100,BR-AC,420.0,Acre,2,2020-04-26,2100,Casaco Branco Costuras,525,Tigresse,257889.0,Usado,Casaco,Daniel Siqueira,2020,4
13028,6137,135489,4,100,400,BR-SC,80.0,Santa Catarina,4,2020-04-26,400,Camisa Tear Folk,100,Mixed,114671.0,Nuevo Con Etiqueta,Camisa,Millena Pereira,2020,4
13029,13814,135967,5,550,2750,BR-SP,550.0,São Paulo,1,2020-04-26,2750,Vestido Nude Reta,550,Ellus,318626.0,Nuevo Sin Etiqueta,Vestido,Ana Duarte,2020,4
13030,47475,136198,4,490,1960,BR-MS,392.0,Mato Grosso do Sul,5,2020-04-27,1960,Calca Alfaiataria Preta,490,Mixed,263658.0,Usado,Calca,Paulo Calanca,2020,4
13031,60010,137235,1,90,90,BR-PI,18.0,Piauí,3,2020-04-27,90,Vestido Estampa Azul,90,Forever 21,272238.0,Nuevo Con Etiqueta,Vestido,Nadia Oliveira,2020,4
13032,17258,137646,6,420,2520,BR-MS,504.0,Mato Grosso do Sul,3,2020-04-27,2520,Saia Transparente Cover,420,Luisa Farani,257900.0,Usado,Saia,Nadia Oliveira,2020,4
13033,43054,138501,1,320,320,BR-MT,64.0,Mato Grosso,5,2020-04-27,320,Calca Alfaiataria Rose,320,Cheroy,307550.0,Usado,Calca,Paulo Calanca,2020,4
13034,8456,942,4,360,1440,BR-DF,288.0,Distrito Federal,4,2020-04-27,1440,Camisa Acetinada Mostarda,360,Thelure,216957.0,Usado,Camisa,Millena Pereira,2020,4
13035,44424,2454,5,360,1800,BR-MT,360.0,Mato Grosso,5,2020-04-27,1800,Calca Jeans Costuras,360,Seven,241025.0,Usado,Calca,Paulo Calanca,2020,4
13036,32890,2485,3,480,1440,BR-MG,288.0,Minas Gerais,2,2020-04-27,1440,Vestido Preto Amarracao,480,Mara Mac,303810.0,Usado,Vestido,Daniel Siqueira,2020,4
13037,10795,2667,3,300,900,BR-PE,180.0,Pernambuco,1,2020-04-27,900,Blusinha Guipir Black,300,Banana Republic,224603.0,Usado,Blusinha,Ana Duarte,2020,4
13038,84692,3065,4,499,1996,BR-RO,399.2,Rondônia,1,2020-04-27,1996,Tenis Tecido Purple,499,Adidas,101494.0,Nuevo Sin Etiqueta,Tenis,Ana Duarte,2020,4
13039,33976,5298,1,120,120,BR-SE,24.0,Sergipe,1,2020-04-27,120,Camisa Xadrez Azul,120,Hollister,211116.0,Usado,Camisa,Ana Duarte,2020,4
13040,53138,6950,2,690,1380,BR-RJ,276.0,Rio de Janeiro,5,2020-04-27,1380,Calca Jeans Trancada,690,Saad,224580.0,Nuevo Con Etiqueta,Calca,Paulo Calanca,2020,4
13041,53731,7090,5,430,2150,BR-MS,430.0,Mato Grosso do Sul,1,2020-04-27,2150,Camisa Verde Classica,430,A.Brand,308475.0,Usado,Camisa,Ana Duarte,2020,4
13042,84743,7342,3,120,360,BR-MG,72.0,Minas Gerais,5,2020-04-27,360,Blusa Listrada Malha,120,Track & Field,287524.0,Usado,Blusa,Paulo Calanca,2020,4
13043,18790,7922,3,890,2670,BR-SP,534.0,São Paulo,5,2020-04-27,2670,Vestido Recortes Cores,890,Bcbgmaxzria,264965.0,Usado,Vestido,Paulo Calanca,2020,4
13044,57708,8130,5,990,4950,BR-RS,990.0,Rio Grande do Sul,1,2020-04-27,4950,Sapatilha Python Bege,990,Tory Burch,278531.0,Usado,Sapatilha,Ana Duarte,2020,4
13045,87711,8309,3,140,420,BR-GO,84.0,Goiás,5,2020-04-27,420,Conjunto Body Calca,140,Bazar Genial,179288.0,Usado,Conjunto,Paulo Calanca,2020,4
13046,33349,8311,5,270,1350,BR-MS,270.0,Mato Grosso do Sul,4,2020-04-27,1350,Vestido Listras Malha,270,Calvin Klein,307118.0,Usado,Vestido,Millena Pereira,2020,4
13047,5995,8707,5,398,1990,BR-PE,398.0,Pernambuco,1,2020-04-27,1990,Calca Linho Ten,398,Mixed,216052.0,Nuevo Con Etiqueta,Calca,Ana Duarte,2020,4
13048,100961,8738,4,480,1920,BR-RN,384.0,Rio Grande do Norte,2,2020-04-27,1920,Vestido Preto Renda,480,Dress&Co,175945.0,Usado,Vestido,Daniel Siqueira,2020,4
13049,57708,9371,5,990,4950,BR-AM,990.0,Amazonas,4,2020-04-27,4950,Sapatilha Python Bege,990,Tory Burch,278531.0,Usado,Sapatilha,Millena Pereira,2020,4
13050,53731,12257,1,430,430,BR-SE,86.0,Sergipe,1,2020-04-27,430,Camisa Verde Classica,430,A.Brand,308475.0,Usado,Camisa,Ana Duarte,2020,4
13051,43699,12613,2,169,338,BR-PB,67.6,Paraíba,4,2020-04-27,338,Shorts Estampa Cinto,169,Shoulder,247357.0,Usado,Shorts,Millena Pereira,2020,4
13052,100484,13065,3,320,960,BR-PA,192.0,Pará,1,2020-04-27,960,Calca Jeans Pantacourt,320,Sacada,279886.0,Usado,Calca,Ana Duarte,2020,4
13053,82990,13120,6,450,2700,BR-PE,540.0,Pernambuco,1,2020-04-27,2700,Calca Estampa Azul,450,Tigresse,267673.0,Usado,Calca,Ana Duarte,2020,4
13054,73038,13704,1,90,90,BR-PE,18.0,Pernambuco,2,2020-04-27,90,Blusa Veludo Flores,90,Isa Kulikovski,248238.0,Usado,Blusa,Daniel Siqueira,2020,4
13055,82257,14093,5,1600,8000,BR-AP,1600.0,Amapá,3,2020-04-27,8000,Clutch Preta Pregas,1600,Red Valentino,296471.0,Usado,Clutch,Nadia Oliveira,2020,4
13056,8673,15844,4,490,1960,BR-MS,392.0,Mato Grosso do Sul,1,2020-04-27,1960,Clutch Preta Brilho,490,Marc By Marcjacobs,222028.0,Usado,Clutch,Ana Duarte,2020,4
13057,83009,16307,2,280,560,BR-AP,112.0,Amapá,3,2020-04-27,560,Body Babado Pb,280,Karmani,263899.0,Usado,Body,Nadia Oliveira,2020,4
13058,35129,16359,6,320,1920,BR-AM,384.0,Amazonas,2,2020-04-27,1920,Sapato Animal Spike,320,My Shoes,119135.0,Usado,Sapato,Daniel Siqueira,2020,4
13059,100932,16372,1,3900,3900,BR-TO,780.0,Tocantins,3,2020-04-27,3900,Sapato Cetim Pink,3900,Christian Louboutin,304370.0,Usado,Sapato,Nadia Oliveira,2020,4
13060,55452,16679,2,350,700,BR-ES,140.0,Espírito Santo,5,2020-04-27,700,Vestido Longo Off-White,350,My Place,286176.0,Usado,Vestido,Paulo Calanca,2020,4
13061,25562,17391,1,320,320,BR-SP,64.0,São Paulo,5,2020-04-27,320,Calca Jeans Reta,320,Miss Sixty,263656.0,Usado,Calca,Paulo Calanca,2020,4
13062,5412,18603,1,788,788,BR-GO,157.6,Goiás,2,2020-04-27,788,Camiseta Tencel Umay,788,Mixed,257373.0,Nuevo Con Etiqueta,Camiseta,Daniel Siqueira,2020,4
13063,58472,18715,5,150,750,BR-RS,150.0,Rio Grande do Sul,4,2020-04-27,750,Blusa Off-White Renda,150,Dica Da Ka,307113.0,Usado,Blusa,Millena Pereira,2020,4
13064,53731,19305,5,430,2150,BR-MT,430.0,Mato Grosso,1,2020-04-27,2150,Camisa Verde Classica,430,A.Brand,308475.0,Usado,Camisa,Ana Duarte,2020,4
13065,42913,19454,4,2590,10360,BR-PA,2072.0,Pará,1,2020-04-27,10360,Scarpin Bege Textura,2590,Jimmy Choo,318241.0,Usado,Scarpin,Ana Duarte,2020,4
13066,73038,19947,3,90,270,BR-MA,54.0,Maranhão,1,2020-04-27,270,Blusa Veludo Flores,90,Isa Kulikovski,248238.0,Usado,Blusa,Ana Duarte,2020,4
13067,13472,21932,3,450,1350,BR-AL,270.0,Alagoas,3,2020-04-27,1350,Peeptoe Preto Verniz,450,Jorge Bischoff,318875.0,Usado,Peeptoe,Nadia Oliveira,2020,4
13068,17258,23018,5,420,2100,BR-RJ,420.0,Rio de Janeiro,1,2020-04-27,2100,Saia Transparente Cover,420,Luisa Farani,257900.0,Usado,Saia,Ana Duarte,2020,4
13069,80644,24329,3,990,2970,BR-AC,594.0,Acre,3,2020-04-27,2970,Bolsa Azul Candy,990,Lauren Ralph Lauren,289991.0,Usado,Bolsa,Nadia Oliveira,2020,4
13070,53731,25295,5,430,2150,BR-AP,430.0,Amapá,2,2020-04-27,2150,Camisa Verde Classica,430,A.Brand,308475.0,Usado,Camisa,Daniel Siqueira,2020,4
13071,8456,29141,1,360,360,BR-PB,72.0,Paraíba,1,2020-04-27,360,Camisa Acetinada Mostarda,360,Thelure,216957.0,Usado,Camisa,Ana Duarte,2020,4
13072,15470,29375,5,590,2950,BR-BA,590.0,Bahia,2,2020-04-27,2950,Vestido Jeans Ombro,590,Mixed,292393.0,Usado,Vestido,Daniel Siqueira,2020,4
13073,33348,31249,3,160,480,BR-MA,96.0,Maranhão,3,2020-04-27,480,Blusinha Mandala Tela,160,Oxyfit,257002.0,Nuevo Con Etiqueta,Blusinha,Nadia Oliveira,2020,4
13074,37384,33164,4,700,2800,BR-MT,560.0,Mato Grosso,2,2020-04-27,2800,Jaqueta Veludo Bordada,700,Animale,141732.0,Usado,Jaqueta,Daniel Siqueira,2020,4
13075,62594,33743,5,300,1500,BR-SC,300.0,Santa Catarina,1,2020-04-27,1500,Blusa Pontas Blue,300,Dkny,163810.0,Usado,Blusa,Ana Duarte,2020,4
13076,77079,33890,4,100,400,BR-RN,80.0,Rio Grande do Norte,1,2020-04-27,400,Saia Evase Cinza,100,Zara,260523.0,Usado,Saia,Ana Duarte,2020,4
13077,57815,33925,6,100,600,BR-RR,120.0,Roraima,2,2020-04-27,600,Camisa Jeans Classica,100,Hollister,164517.0,Usado,Camisa,Daniel Siqueira,2020,4
13078,100484,34233,3,320,960,BR-AC,192.0,Acre,1,2020-04-27,960,Calca Jeans Pantacourt,320,Sacada,279886.0,Usado,Calca,Ana Duarte,2020,4
13079,56571,34939,2,420,840,BR-RO,168.0,Rondônia,4,2020-04-27,840,Vestido Seda Floral,420,Animale,178553.0,Usado,Vestido,Millena Pereira,2020,4
13080,7940,35300,5,1200,6000,BR-MT,1200.0,Mato Grosso,1,2020-04-27,6000,Saia Roxa Estampada,1200,Miu Miu,930078.0,Usado,Saia,Ana Duarte,2020,4
13081,100932,36001,2,3900,7800,BR-AL,1560.0,Alagoas,4,2020-04-27,7800,Sapato Cetim Pink,3900,Christian Louboutin,304370.0,Usado,Sapato,Millena Pereira,2020,4
13082,44424,36202,1,360,360,BR-RJ,72.0,Rio de Janeiro,1,2020-04-27,360,Calca Jeans Costuras,360,Seven,241025.0,Usado,Calca,Ana Duarte,2020,4
13083,23575,36287,4,210,840,BR-MT,168.0,Mato Grosso,2,2020-04-28,840,Camiseta Animal Print,210,284,283163.0,Usado,Camiseta,Daniel Siqueira,2020,4
13084,11218,37110,3,250,750,BR-AC,150.0,Acre,1,2020-04-28,750,Calca Alfaiataria Preta,250,Le Lis Blanc,952813.0,Usado,Calca,Ana Duarte,2020,4
13085,8691,37571,1,180,180,BR-SP,36.0,São Paulo,4,2020-04-28,180,Blusinha Basica Mescla,180,Zara,304828.0,Usado,Blusinha,Millena Pereira,2020,4
13086,58245,39614,4,120,480,BR-SP,96.0,São Paulo,5,2020-04-28,480,Vestido Preto Franzido,120,H&M,248709.0,Usado,Vestido,Paulo Calanca,2020,4
13087,100481,41453,4,410,1640,BR-AC,328.0,Acre,5,2020-04-28,1640,Bomber Tricot Off,410,Sacada,208772.0,Usado,Bomber,Paulo Calanca,2020,4
